Product,Subscribers From,Subscribers To,Level 0,Level 1,Level 2,Level 3,Level 4,Level 5
"[Enterprise, Unlimited] Loyalty Management Events",26,50,15.00%,20.00%,25.00%,30.00%,75.00%,>75.00%
"[Enterprise, Unlimited] Loyalty Management Events",51,100,20.00%,25.00%,30.00%,35.00%,75.00%,>75.00%
"[Enterprise, Unlimited] Loyalty Management Events",101,200,25.00%,30.00%,35.00%,40.00%,75.00%,>75.00%
"[Enterprise, Unlimited] Loyalty Management Events",201,500,30.00%,35.00%,40.00%,50.00%,75.00%,>75.00%
"[Enterprise, Unlimited] Loyalty Management Events",501,999999999,30.00%,40.00%,50.00%,60.00%,75.00%,>75.00%
"[Enterprise, Unlimited] Salesforce Message Credits - Mobile App (1,000)",1,10000,64.00%,80.00%,88.00%,98.00%,,>98.00%
"[Enterprise, Unlimited] Salesforce Message Credits - Mobile App (1,000)",10001,50000,72.00%,85.00%,90.00%,98.00%,,>98.00%
"[Enterprise, Unlimited] Salesforce Message Credits - Mobile App (1,000)",50001,100000,74.00%,86.00%,90.00%,98.00%,,>98.00%
"[Enterprise, Unlimited] Salesforce Message Credits - Mobile App (1,000)",100001,250000,75.00%,87.00%,91.00%,98.00%,,>98.00%
"[Enterprise, Unlimited] Salesforce Message Credits - Mobile App (1,000)",250001,500000,76.00%,87.00%,91.00%,98.00%,,>98.00%
"[Enterprise, Unlimited] Salesforce Message Credits - Mobile App (1,000)",500001,999999999,77.00%,88.00%,92.00%,98.00%,,>98.00%
"[Enterprise, Unlimited] Salesforce Personalization Card (1M Credits)",1,2,50.00%,55.00%,60.00%,65.00%,,>65.00%
"[Enterprise, Unlimited] Salesforce Personalization Card (1M Credits)",3,5,53.00%,58.00%,63.00%,68.00%,,>68.00%
"[Enterprise, Unlimited] Salesforce Personalization Card (1M Credits)",6,15,56.00%,61.00%,66.00%,71.00%,,>71.00%
"[Enterprise, Unlimited] Salesforce Personalization Card (1M Credits)",16,30,59.00%,64.00%,69.00%,74.00%,,>74.00%
"[Enterprise, Unlimited] Salesforce Personalization Card (1M Credits)",31,80,60.00%,65.00%,70.00%,75.00%,,>75.00%
"[Enterprise, Unlimited] Salesforce Personalization Card (1M Credits)",81,200,61.00%,66.00%,71.00%,76.00%,,>76.00%
"[Enterprise, Unlimited] Salesforce Personalization Card (1M Credits)",201,500,62.00%,67.00%,72.00%,77.00%,,>77.00%
"[Enterprise, Unlimited] Salesforce Personalization Card (1M Credits)",501,1000,63.00%,68.00%,73.00%,78.00%,,>78.00%
"[Enterprise, Unlimited] Salesforce Personalization Card (1M Credits)",1001,5000,64.00%,69.00%,75.00%,80.00%,,>80.00%
"[Enterprise, Unlimited] Salesforce Personalization Card (1M Credits)",5001,999999999,68.00%,74.00%,80.00%,84.00%,,>84.00%
"[Enterprise, Unlimited] Salesforce Payments - B2C Commerce",1,999999999,,,,,,>0.00%
"[Professional, Enterprise] Additional Validation Rules",1,999999999,,,,,,>0.00%
"[Enterprise, Unlimited] Sandbox (Partial Copy) - Multiple Sandboxes",1,999999999,,,,,,>0.00%
"[Enterprise, Unlimited] Salesforce Integration User License",1,9,21.00%,31.00%,38.00%,42.00%,51.00%,>51.00%
"[Enterprise, Unlimited] Salesforce Integration User License",10,24,24.00%,33.00%,39.00%,44.00%,51.00%,>51.00%
"[Enterprise, Unlimited] Salesforce Integration User License",25,49,27.00%,33.00%,39.00%,44.00%,53.00%,>53.00%
"[Enterprise, Unlimited] Salesforce Integration User License",50,99,29.00%,34.00%,41.00%,46.00%,56.00%,>56.00%
"[Enterprise, Unlimited] Salesforce Integration User License",100,199,31.00%,40.00%,49.00%,54.00%,58.00%,>58.00%
"[Enterprise, Unlimited] Salesforce Integration User License",200,499,31.00%,45.00%,53.00%,58.00%,62.00%,>62.00%
"[Enterprise, Unlimited] Salesforce Integration User License",500,999,31.00%,48.00%,56.00%,63.00%,67.00%,>67.00%
"[Enterprise, Unlimited] Salesforce Integration User License",1000,1999,36.00%,49.00%,62.00%,69.00%,73.00%,>73.00%
"[Enterprise, Unlimited] Salesforce Integration User License",2000,2999,36.00%,52.00%,65.00%,74.00%,80.00%,>80.00%
"[Enterprise, Unlimited] Salesforce Integration User License",3000,4999,36.00%,54.00%,67.00%,76.00%,82.00%,>82.00%
"[Enterprise, Unlimited] Salesforce Integration User License",5000,7499,40.00%,56.00%,69.00%,78.00%,84.00%,>84.00%
"[Enterprise, Unlimited] Salesforce Integration User License",7500,999999999,41.00%,57.00%,70.00%,79.00%,85.00%,>85.00%
"[Enterprise, Unlimited] OmniStudio - Calls (200k)",1,25,45.00%,47.00%,49.00%,51.00%,,>51.00%
"[Enterprise, Unlimited] OmniStudio - Calls (200k)",26,100,47.00%,49.00%,51.00%,53.00%,,>53.00%
"[Enterprise, Unlimited] OmniStudio - Calls (200k)",101,200,49.00%,51.00%,53.00%,55.00%,,>55.00%
"[Enterprise, Unlimited] OmniStudio - Calls (200k)",201,1000,51.00%,53.00%,55.00%,57.00%,,>57.00%
"[Enterprise, Unlimited] OmniStudio - Calls (200k)",1001,2000,53.00%,55.00%,57.00%,60.00%,,>60.00%
"[Enterprise, Unlimited] OmniStudio - Calls (200k)",2001,999999999,,,,,,>0.00%
"[Enterprise, Unlimited] Salesforce Data Mask - 1 Additional License",1,999999999,,,,,,>0.00%
"[Enterprise, Unlimited] Lightning Platform Starter (Emerging Market)",1,49,36.00%,42.00%,49.00%,55.00%,,>55.00%
"[Enterprise, Unlimited] Lightning Platform Starter (Emerging Market)",50,199,43.00%,50.00%,56.00%,62.00%,,>62.00%
"[Enterprise, Unlimited] Lightning Platform Starter (Emerging Market)",200,599,46.00%,53.00%,59.00%,66.00%,,>66.00%
"[Enterprise, Unlimited] Lightning Platform Starter (Emerging Market)",600,999,50.00%,56.00%,62.00%,69.00%,,>69.00%
"[Enterprise, Unlimited] Lightning Platform Starter (Emerging Market)",1000,1999,53.00%,59.00%,66.00%,72.00%,,>72.00%
"[Enterprise, Unlimited] Lightning Platform Starter (Emerging Market)",2000,4999,56.00%,62.00%,69.00%,75.00%,,>75.00%
"[Enterprise, Unlimited] Lightning Platform Starter (Emerging Market)",5000,7999,64.00%,72.00%,78.00%,79.00%,81.00%,>81.00%
"[Enterprise, Unlimited] Lightning Platform Starter (Emerging Market)",8000,9999,68.00%,76.00%,81.00%,82.00%,84.00%,>84.00%
"[Enterprise, Unlimited] Lightning Platform Starter (Emerging Market)",10000,19999,72.00%,80.00%,83.00%,86.00%,88.00%,>88.00%
"[Enterprise, Unlimited] Lightning Platform Starter (Emerging Market)",20000,49999,76.00%,84.00%,88.00%,89.00%,90.00%,>90.00%
"[Enterprise, Unlimited] Lightning Platform Starter (Emerging Market)",50000,99999,80.00%,86.00%,88.00%,90.00%,92.00%,>92.00%
"[Enterprise, Unlimited] Lightning Platform Starter (Emerging Market)",100000,199999,86.00%,90.00%,92.00%,94.00%,96.00%,>96.00%
"[Enterprise, Unlimited] Lightning Platform Starter (Emerging Market)",200000,999999999,88.00%,92.00%,94.00%,96.00%,98.00%,>98.00%
"[Enterprise, Unlimited] Lightning Console",1,999999999,10.00%,25.00%,50.00%,>50.00%,,
"[Enterprise, Unlimited] Lightning Platform Plus (Emerging Market)",1,9,16.00%,36.00%,38.00%,46.00%,55.00%,>55.00%
"[Enterprise, Unlimited] Lightning Platform Plus (Emerging Market)",10,24,16.00%,36.00%,38.00%,46.00%,55.00%,>55.00%
"[Enterprise, Unlimited] Lightning Platform Plus (Emerging Market)",25,49,23.00%,38.00%,41.00%,52.00%,55.00%,>55.00%
"[Enterprise, Unlimited] Lightning Platform Plus (Emerging Market)",50,99,23.00%,39.00%,42.00%,58.00%,61.00%,>61.00%
"[Enterprise, Unlimited] Lightning Platform Plus (Emerging Market)",100,199,23.00%,41.00%,43.00%,59.00%,61.00%,>61.00%
"[Enterprise, Unlimited] Lightning Platform Plus (Emerging Market)",200,499,23.00%,45.00%,46.00%,59.00%,61.00%,>61.00%
"[Enterprise, Unlimited] Lightning Platform Plus (Emerging Market)",500,999,23.00%,45.00%,49.00%,59.00%,61.00%,>61.00%
"[Enterprise, Unlimited] Lightning Platform Plus (Emerging Market)",1000,999999999,29.00%,49.00%,56.00%,61.00%,64.00%,>64.00%
"[Enterprise, Unlimited] Business Rules Engine - Calls (1M)",1,9,14.00%,19.00%,24.00%,32.00%,,>32.00%
"[Enterprise, Unlimited] Business Rules Engine - Calls (1M)",10,19,14.00%,19.00%,24.00%,32.00%,,>32.00%
"[Enterprise, Unlimited] Business Rules Engine - Calls (1M)",20,29,14.00%,19.00%,24.00%,33.00%,,>33.00%
"[Enterprise, Unlimited] Business Rules Engine - Calls (1M)",30,39,14.00%,19.00%,24.00%,34.00%,,>34.00%
"[Enterprise, Unlimited] Business Rules Engine - Calls (1M)",40,49,14.00%,19.00%,24.00%,35.00%,,>35.00%
"[Enterprise, Unlimited] Business Rules Engine - Calls (1M)",50,99,18.00%,27.00%,28.00%,36.00%,,>36.00%
"[Enterprise, Unlimited] Business Rules Engine - Calls (1M)",100,199,19.00%,27.00%,29.00%,37.00%,,>37.00%
"[Enterprise, Unlimited] Agentforce for Net Zero Add-on",1,9,19.00%,24.00%,29.00%,33.00%,43.00%,>43.00%
"[Enterprise, Unlimited] Agentforce for Net Zero Add-on",10,49,30.00%,34.00%,38.00%,42.00%,50.00%,>50.00%
"[Enterprise, Unlimited] Agentforce for Net Zero Add-on",50,199,32.00%,36.00%,40.00%,44.00%,52.00%,>52.00%
"[Enterprise, Unlimited] Agentforce for Net Zero Add-on",200,499,33.00%,37.00%,41.00%,45.00%,53.00%,>53.00%
"[Enterprise, Unlimited] Agentforce for Net Zero Add-on",500,999,36.00%,40.00%,44.00%,47.00%,55.00%,>55.00%
"[Enterprise, Unlimited] Agentforce for Net Zero Add-on",1000,1999,45.00%,48.00%,51.00%,54.00%,61.00%,>61.00%
"[Enterprise, Unlimited] Agentforce for Net Zero Add-on",2000,2999,46.00%,49.00%,52.00%,55.00%,62.00%,>62.00%
"[Enterprise, Unlimited] Agentforce for Net Zero Add-on",3000,4999,52.00%,55.00%,58.00%,60.00%,66.00%,>66.00%
"[Enterprise, Unlimited] Agentforce for Net Zero Add-on",5000,7499,55.00%,57.00%,60.00%,63.00%,68.00%,>68.00%
"[Enterprise, Unlimited] Agentforce for Net Zero Add-on",7500,999999999,56.00%,59.00%,61.00%,64.00%,69.00%,>69.00%
"[Essentials, Professional, Enterprise, Unlimited] Premier Success Plan - Heroku",1,999999999,20.00%,35.00%,38.00%,40.00%,,>40.00%
"[Professional, Enterprise, Unlimited] Sandbox (Developer Pro)",1,999999999,0.00%,10.00%,24.00%,34.00%,50.00%,>50.00%
"[Professional] Additional API Calls - Professional Edition - 10,000 per day",1,49,15.00%,21.00%,30.00%,40.00%,,>40.00%
"[Professional] Additional API Calls - Professional Edition - 10,000 per day",50,199,26.00%,28.00%,34.00%,40.00%,,>40.00%
"[Professional] Additional API Calls - Professional Edition - 10,000 per day",200,999999999,30.00%,42.00%,48.00%,50.00%,,>50.00%
"[Enterprise, Unlimited] Big Objects (50M)",1,19,13.00%,22.00%,26.00%,36.00%,,>36.00%
"[Enterprise, Unlimited] Big Objects (50M)",20,999999999,15.00%,31.00%,35.00%,45.00%,,>45.00%
"[Enterprise, Unlimited] Change Data Capture",1,999999999,15.00%,20.00%,30.00%,51.00%,,>51.00%
"[Enterprise, Unlimited] High Volume Platform Events",1,10,15.00%,21.00%,28.00%,34.00%,,>34.00%
"[Enterprise, Unlimited] High Volume Platform Events",11,50,20.00%,25.00%,30.00%,39.00%,,>39.00%
"[Enterprise, Unlimited] High Volume Platform Events",51,999999999,30.00%,42.00%,48.00%,50.00%,,>50.00%
"[Enterprise, Unlimited] Salesforce Connect",1,2,15.00%,20.00%,30.00%,51.00%,,>51.00%
"[Enterprise, Unlimited] Salesforce Connect",3,999999999,20.00%,30.00%,45.00%,66.00%,,>66.00%
"[Enterprise, Unlimited] Salesforce Private Connect - AWS",1,999999999,45.00%,60.00%,65.00%,70.00%,80.00%,>80.00%
"[Enterprise, Unlimited] Salesforce Private Connect - AWS - Additional Data",1,999999999,25.00%,30.00%,35.00%,40.00%,45.00%,>45.00%
[Professional] Web Services API,1,999999999,20.00%,35.00%,50.00%,>50.00%,,
"[Enterprise, Unlimited] Identity Verification Credits",1,4,5.00%,7.00%,10.00%,>10.00%,,
"[Enterprise, Unlimited] Identity Verification Credits",5,999999999999,7.00%,10.00%,15.00%,>15.00%,,
"[Enterprise, Unlimited] Salesforce Mobile App - Plus",1,499,4.00%,7.00%,11.00%,14.00%,,>14.00%
"[Enterprise, Unlimited] Salesforce Mobile App - Plus",500,2499,39.00%,50.00%,59.00%,69.00%,,>69.00%
"[Enterprise, Unlimited] Salesforce Mobile App - Plus",2500,4999,58.00%,66.00%,75.00%,83.00%,,>83.00%
"[Enterprise, Unlimited] Salesforce Mobile App - Plus",5000,19999,83.00%,87.00%,91.00%,93.00%,,>93.00%
"[Enterprise, Unlimited] Salesforce Mobile App - Plus",20000,49999,91.00%,92.50%,94.00%,96.00%,,>96.00%
"[Enterprise, Unlimited] Salesforce Mobile App - Plus",50000,99999,95.00%,96.10%,97.00%,97.90%,,>97.90%
"[Enterprise, Unlimited] Salesforce Mobile App - Plus",100000,199999,97.20%,97.60%,98.00%,98.50%,98.90%,>98.90%
"[Enterprise, Unlimited] Salesforce Mobile App - Plus",200000,499999,98.60%,98.80%,99.00%,99.30%,99.50%,>99.50%
"[Enterprise, Unlimited] Salesforce Mobile App - Plus",500000,999999999,99.10%,99.20%,99.30%,99.50%,99.70%,>99.70%
"[Enterprise, Unlimited] Additional 20 Objects for Customer Community Plus",2,1000,75.00%,79.00%,84.00%,>84.00%,,
"[Enterprise, Unlimited] Additional 20 Objects for Customer Community Plus",1001,5000,77.00%,82.00%,87.00%,90.00%,,>90.00%
"[Enterprise, Unlimited] Additional 20 Objects for Customer Community Plus",5001,40000,86.00%,91.00%,93.00%,95.00%,,>95.00%
"[Enterprise, Unlimited] Additional 20 Objects for Customer Community Plus",40001,100000,90.00%,93.00%,95.00%,95.50%,,>95.50%
"[Enterprise, Unlimited] Additional 20 Objects for Customer Community Plus",100001,999999999,92.00%,93.00%,95.00%,97.00%,98.00%,>98.00%
"[Enterprise, Unlimited] Additional 20 Objects for Partner Community",2,100,20.00%,32.00%,38.00%,>38.00%,,
"[Enterprise, Unlimited] Additional 20 Objects for Partner Community",101,500,30.00%,36.00%,44.00%,51.00%,,>51.00%
"[Enterprise, Unlimited] Additional 20 Objects for Partner Community",501,2500,50.00%,59.00%,66.00%,69.00%,,>69.00%
"[Enterprise, Unlimited] Additional 20 Objects for Partner Community",2501,10000,70.00%,75.00%,82.00%,87.00%,,>87.00%
"[Enterprise, Unlimited] Additional 20 Objects for Partner Community",10001,999999999,85.00%,88.00%,90.00%,92.30%,94.50%,>94.50%
"[Enterprise, Unlimited] Additional 20 Objects for Partner Relationship Management",1,10,0.00%,0.00%,15.00%,31.00%,,>31.00%
"[Enterprise, Unlimited] Additional 20 Objects for Partner Relationship Management",11,20,1.00%,20.00%,34.00%,>34.00%,,
